"drug1_concept_id","drug2_concept_id"
19135832,941258
19135832,948078
19135832,950637
19135832,953076
19135832,955632
19135832,956874
19135832,961047
19135832,968426
19135832,970250
19135832,974166
19135832,975125
19135832,984232
19135832,1000560
19135832,1103314
19135832,1103640
19135832,1106776
19135832,1107830
19135832,1110410
19135832,1112807
19135832,1115008
19135832,1118084
19135832,1119119
19135832,1124300
19135832,1124957
19135832,1125315
19135832,1129625
19135832,1133201
19135832,1137529
19135832,1149196
19135832,1149380
19135832,1150345
19135832,1151789
19135832,1153013
19135832,1153428
19135832,1154029
19135832,1154161
19135832,1154343
19135832,1167322
19135832,1174888
19135832,1177480
19135832,1189754
19135832,1196677
19135832,1301025
19135832,1304107
19135832,1305058
19135832,1307046
19135832,1307863
19135832,1308216
19135832,1308290
19135832,1308842
19135832,1309944
19135832,1310149
19135832,1310317
19135832,1314002
19135832,1314273
19135832,1314924
19135832,1315942
19135832,1316262
19135832,1318011
19135832,1318853
19135832,1321636
19135832,1322184
19135832,1325363
19135832,1326303
19135832,1328165
19135832,1332418
19135832,1334456
19135832,1336539
19135832,1336825
19135832,1337068
19135832,1337620
19135832,1338005
19135832,1338512
19135832,1341927
19135832,1344905
19135832,1346823
19135832,1347384
19135832,1351541
19135832,1351557
19135832,1353766
19135832,1361711
19135832,1367500
19135832,1367571
19135832,1378382
19135832,1388796
19135832,1397141
19135832,1397599
19135832,1398937
19135832,1500211
19135832,1501700
19135832,1502905
19135832,1503297
19135832,1506270
19135832,1510813
19135832,1517824
19135832,1518254
19135832,1521987
19135832,1524674
19135832,1525215
19135832,1526475
19135832,1539403
19135832,1545958
19135832,1547504
19135832,1548195
19135832,1549080
19135832,1549786
19135832,1550023
19135832,1550557
19135832,1551099
19135832,1551803
19135832,1551860
19135832,1557272
19135832,1559684
19135832,1560171
19135832,1580747
19135832,1583722
19135832,1589505
19135832,1597756
19135832,1703687
19135832,1707687
19135832,1713332
19135832,1714165
19135832,1734104
19135832,1742253
19135832,1748921
19135832,1754994
19135832,1762711
19135832,1777087
19135832,1797155
19135832,1797513
19135832,1836430
19135832,19003999
19135832,19008339
19135832,19009405
19135832,19010482
19135832,19011773
19135832,19014878
19135832,19018544
19135832,19026972
19135832,19035704
19135832,19049105
19135832,19080458
19135832,19092849
19137042,19111620
19137042,19122121
19137042,19135832
19137042,40165651
19137042,40166942
19137042,40222444
19137042,40226579
19137042,40226742
19137042,40228152
19137042,40239330
19137042,40241331
19137042,43526424
19137042,703547
19137042,705103
19137042,705944
19137042,710062
19137042,711584
19137042,715233
19137042,715259
19137042,715939
19137042,718583
19137042,722031
19137042,722424
19137042,723013
19137042,725131
19137042,734354
19137042,735843
19137042,735979
19137042,739138
19137042,740275
19137042,740910
19137042,742267
19137042,743670
19137042,744740
19137042,745466
19137042,750982
19137042,755695
19137042,757688
19137042,766814
19137042,769935
19137042,778711
19137042,780442
19137042,781039
19137042,785788
19137042,791967
19137042,797399
19137042,797617
19137042,798874
19137042,800878
19137042,904453
19137042,906780
19137042,923645
19137042,924566
19137042,929887
19137042,937368
19137042,939259
19137042,941258
19137042,948078
19137042,950637
19137042,953076
19137042,955632
19137042,956874
19137042,961047
19137042,968426
19137042,970250
19137042,974166
19137042,975125
19137042,984232
19137042,1000560
19137042,1103314
19137042,1103640
19137042,1106776
19137042,1107830
19137042,1110410
19137042,1112807
19137042,1115008
19137042,1118084
19137042,1119119
19137042,1124300
19137042,1124957
19137042,1125315
19137042,1129625
19137042,1133201
19137042,1137529
19137042,1149196
19137042,1149380
19137042,1150345
19137042,1151789
19137042,1153013
19137042,1153428
19137042,1154029
19137042,1154161
19137042,1154343
19137042,1167322
19137042,1174888
19137042,1177480
19137042,1189754
19137042,1196677
19137042,1301025
19137042,1304107
19137042,1305058
19137042,1307046
19137042,1307863
19137042,1308216
19137042,1308290
19137042,1308842
19137042,1309944
19137042,1310149
19137042,1310317
19137042,1314002
19137042,1314273
19137042,1314924
19137042,1315942
19137042,1316262
19137042,1318011
19137042,1318853
19137042,1321636
19137042,1322184
19137042,1325363
19137042,1326303
19137042,1328165
19137042,1332418
19137042,1334456
19137042,1336539
19137042,1336825
19137042,1337068
19137042,1337620
19137042,1338005
19137042,1338512
19137042,1341927
19137042,1344905
19137042,1346823
19137042,1347384
19137042,1351541
19137042,1351557
19137042,1353766
19137042,1361711
19137042,1367500
19137042,1367571
19137042,1378382
19137042,1388796
19137042,1397141
19137042,1397599
19137042,1398937
19137042,1500211
19137042,1501700
19137042,1502905
19137042,1503297
19137042,1506270
19137042,1510813
19137042,1517824
19137042,1518254
19137042,1521987
19137042,1524674
19137042,1525215
19137042,1526475
19137042,1539403
19137042,1545958
19137042,1547504
19137042,1548195
19137042,1549080
19137042,1549786
19137042,1550023
19137042,1550557
19137042,1551099
19137042,1551803
19137042,1551860
19137042,1557272
19137042,1559684
19137042,1560171
19137042,1580747
19137042,1583722
19137042,1589505
19137042,1597756
19137042,1703687
19137042,1707687
19137042,1713332
19137042,1714165
19137042,1734104
19137042,1742253
19137042,1748921
19137042,1754994
19137042,1762711
19137042,1777087
19137042,1797155
19137042,1797513
19137042,1836430
19137042,19003999
19137042,19008339
19137042,19009405
19137042,19010482
19137042,19011773
19137042,19014878
19137042,19018544
19137042,19026972
19137042,19035704
19137042,19049105
19137042,19080458
19137042,19092849
40165651,19111620
40165651,19122121
40165651,19135832
40165651,19137042
40165651,40166942
40165651,40222444
40165651,40226579
40165651,40226742
40165651,40228152
40165651,40239330
40165651,40241331
40165651,43526424
40165651,703547
40165651,705103
40165651,705944
40165651,710062
40165651,711584
40165651,715233
40165651,715259
40165651,715939
40165651,718583
40165651,722031
40165651,722424
40165651,723013
40165651,725131
40165651,734354
40165651,735843
40165651,735979
40165651,739138
40165651,740275
40165651,740910
40165651,742267
40165651,743670
40165651,744740
40165651,745466
40165651,750982
40165651,755695
40165651,757688
40165651,766814
40165651,769935
40165651,778711
40165651,780442
40165651,781039
40165651,785788
40165651,791967
40165651,797399
40165651,797617
40165651,798874
40165651,800878
40165651,904453
40165651,906780
40165651,923645
40165651,924566
40165651,929887
40165651,937368
40165651,939259
40165651,941258
40165651,948078
40165651,950637
40165651,953076
40165651,955632
40165651,956874
40165651,961047
40165651,968426
40165651,970250
40165651,974166
40165651,975125
40165651,984232
40165651,1000560
40165651,1103314
40165651,1103640
40165651,1106776
40165651,1107830
40165651,1110410
40165651,1112807
40165651,1115008
40165651,1118084
40165651,1119119
40165651,1124300
40165651,1124957
40165651,1125315
40165651,1129625
40165651,1133201
40165651,1137529
40165651,1149196
40165651,1149380
40165651,1150345
40165651,1151789
40165651,1153013
40165651,1153428
40165651,1154029
40165651,1154161
40165651,1154343
40165651,1167322
40165651,1174888
40165651,1177480
40165651,1189754
40165651,1196677
40165651,1301025
40165651,1304107
40165651,1305058
40165651,1307046
40165651,1307863
40165651,1308216
40165651,1308290
40165651,1308842
40165651,1309944
40165651,1310149
40165651,1310317
40165651,1314002
40165651,1314273
40165651,1314924
40165651,1315942
40165651,1316262
40165651,1318011
40165651,1318853
40165651,1321636
40165651,1322184
40165651,1325363
40165651,1326303
40165651,1328165
40165651,1332418
40165651,1334456
40165651,1336539
40165651,1336825
40165651,1337068
40165651,1337620
40165651,1338005
40165651,1338512
40165651,1341927
40165651,1344905
40165651,1346823
40165651,1347384
40165651,1351541
40165651,1351557
40165651,1353766
40165651,1361711
40165651,1367500
40165651,1367571
40165651,1378382
40165651,1388796
40165651,1397141
40165651,1397599
40165651,1398937
40165651,1500211
40165651,1501700
40165651,1502905
40165651,1503297
40165651,1506270
40165651,1510813
40165651,1517824
40165651,1518254
40165651,1521987
40165651,1524674
40165651,1525215
40165651,1526475
40165651,1539403
40165651,1545958
40165651,1547504
40165651,1548195
40165651,1549080
40165651,1549786
40165651,1550023
40165651,1550557
40165651,1551099
40165651,1551803
40165651,1551860
40165651,1557272
40165651,1559684
40165651,1560171
40165651,1580747
40165651,1583722
40165651,1589505
40165651,1597756
40165651,1703687
40165651,1707687
40165651,1713332
40165651,1714165
40165651,1734104
40165651,1742253
40165651,1748921
40165651,1754994
40165651,1762711
40165651,1777087
40165651,1797155
40165651,1797513
40165651,1836430
40165651,19003999
40165651,19008339
40165651,19009405
40165651,19010482
40165651,19011773
40165651,19014878
40165651,19018544
40165651,19026972
40165651,19035704
40165651,19049105
40165651,19080458
40165651,19092849
40166942,19111620
40166942,19122121
40166942,19135832
40166942,19137042
40166942,40165651
40166942,40222444
40166942,40226579
40166942,40226742
40166942,40228152
40166942,40239330
40166942,40241331
40166942,43526424
40166942,703547
40166942,705103
40166942,705944
40166942,710062
40166942,711584
40166942,715233
40166942,715259
40166942,715939
40166942,718583
40166942,722031
40166942,722424
40166942,723013
40166942,725131
40166942,734354
40166942,735843
40166942,735979
40166942,739138
40166942,740275
40166942,740910
40166942,742267
40166942,743670
40166942,744740
40166942,745466
40166942,750982
40166942,755695
40166942,757688
40166942,766814
40166942,769935
40166942,778711
40166942,780442
40166942,781039
40166942,785788
40166942,791967
40166942,797399
40166942,797617
40166942,798874
40166942,800878
40166942,904453
40166942,906780
40166942,923645
40166942,924566
40166942,929887
40166942,937368
40166942,939259
40166942,941258
40166942,948078
40166942,950637
40166942,953076
40166942,955632
40166942,956874
40166942,961047
40166942,968426
40166942,970250
40166942,974166
40166942,975125
40166942,984232
40166942,1000560
40166942,1103314
40166942,1103640
40166942,1106776
40166942,1107830
40166942,1110410
40166942,1112807
40166942,1115008
40166942,1118084
40166942,1119119
40166942,1124300
40166942,1124957
40166942,1125315
40166942,1129625
40166942,1133201
40166942,1137529
40166942,1149196
40166942,1149380
40166942,1150345
40166942,1151789
40166942,1153013
40166942,1153428
40166942,1154029
40166942,1154161
40166942,1154343
40166942,1167322
40166942,1174888
40166942,1177480
40166942,1189754
40166942,1196677
40166942,1301025
40166942,1304107
40166942,1305058
40166942,1307046
40166942,1307863
40166942,1308216
40166942,1308290
40166942,1308842
40166942,1309944
40166942,1310149
40166942,1310317
40166942,1314002
40166942,1314273
40166942,1314924
40166942,1315942
40166942,1316262
40166942,1318011
40166942,1318853
40166942,1321636
40166942,1322184
40166942,1325363
40166942,1326303
40166942,1328165
40166942,1332418
40166942,1334456
40166942,1336539
40166942,1336825
40166942,1337068
40166942,1337620
40166942,1338005
40166942,1338512
40166942,1341927
40166942,1344905
40166942,1346823
40166942,1347384
40166942,1351541
40166942,1351557
40166942,1353766
40166942,1361711
40166942,1367500
40166942,1367571
40166942,1378382
40166942,1388796
40166942,1397141
40166942,1397599
40166942,1398937
40166942,1500211
40166942,1501700
40166942,1502905
40166942,1503297
40166942,1506270
40166942,1510813
40166942,1517824
40166942,1518254
40166942,1521987
40166942,1524674
40166942,1525215
40166942,1526475
40166942,1539403
40166942,1545958
40166942,1547504
40166942,1548195
40166942,1549080
40166942,1549786
40166942,1550023
40166942,1550557
40166942,1551099
40166942,1551803
40166942,1551860
40166942,1557272
40166942,1559684
40166942,1560171
40166942,1580747
40166942,1583722
40166942,1589505
40166942,1597756
40166942,1703687
40166942,1707687
40166942,1713332
40166942,1714165
40166942,1734104
40166942,1742253
40166942,1748921
40166942,1754994
40166942,1762711
40166942,1777087
40166942,1797155
40166942,1797513
40166942,1836430
40166942,19003999
40166942,19008339
40166942,19009405
40166942,19010482
40166942,19011773
40166942,19014878
40166942,19018544
40166942,19026972
40166942,19035704
40166942,19049105
40166942,19080458
40166942,19092849
40222444,19111620
40222444,19122121
40222444,19135832
40222444,19137042
40222444,40165651
40222444,40166942
40222444,40226579
40222444,40226742
40222444,40228152
40222444,40239330
40222444,40241331
40222444,43526424
40222444,703547
40222444,705103
40222444,705944
40222444,710062
40222444,711584
40222444,715233
40222444,715259
40222444,715939
40222444,718583
40222444,722031
40222444,722424
40222444,723013
40222444,725131
40222444,734354
40222444,735843
40222444,735979
40222444,739138
40222444,740275
40222444,740910
40222444,742267
40222444,743670
40222444,744740
40222444,745466
40222444,750982
40222444,755695
40222444,757688
40222444,766814
40222444,769935
40222444,778711
40222444,780442
40222444,781039
40222444,785788
40222444,791967
40222444,797399
40222444,797617
40222444,798874
40222444,800878
40222444,904453
40222444,906780
40222444,923645
40222444,924566
40222444,929887
40222444,937368
40222444,939259
40222444,941258
40222444,948078
40222444,950637
40222444,953076
40222444,955632
40222444,956874
40222444,961047
40222444,968426
40222444,970250
40222444,974166
40222444,975125
40222444,984232
40222444,1000560
40222444,1103314
40222444,1103640
40222444,1106776
40222444,1107830
40222444,1110410
40222444,1112807
40222444,1115008
40222444,1118084
40222444,1119119
40222444,1124300
40222444,1124957
40222444,1125315
40222444,1129625
40222444,1133201
40222444,1137529
40222444,1149196
40222444,1149380
40222444,1150345
40222444,1151789
40222444,1153013
40222444,1153428
40222444,1154029
40222444,1154161
40222444,1154343
40222444,1167322
40222444,1174888
40222444,1177480
40222444,1189754
40222444,1196677
40222444,1301025
40222444,1304107
40222444,1305058
40222444,1307046
40222444,1307863
40222444,1308216
40222444,1308290
40222444,1308842
40222444,1309944
40222444,1310149
40222444,1310317
40222444,1314002
40222444,1314273
40222444,1314924
40222444,1315942
40222444,1316262
40222444,1318011
40222444,1318853
40222444,1321636
40222444,1322184
40222444,1325363
40222444,1326303
40222444,1328165
40222444,1332418
40222444,1334456
40222444,1336539
40222444,1336825
40222444,1337068
40222444,1337620
40222444,1338005
40222444,1338512
40222444,1341927
40222444,1344905
40222444,1346823
40222444,1347384
40222444,1351541
40222444,1351557
40222444,1353766
40222444,1361711
40222444,1367500
40222444,1367571
40222444,1378382
40222444,1388796
40222444,1397141
40222444,1397599
40222444,1398937
40222444,1500211
40222444,1501700
40222444,1502905
40222444,1503297
40222444,1506270
40222444,1510813
40222444,1517824
40222444,1518254
40222444,1521987
40222444,1524674
40222444,1525215
40222444,1526475
40222444,1539403
40222444,1545958
40222444,1547504
40222444,1548195
40222444,1549080
40222444,1549786
40222444,1550023
40222444,1550557
40222444,1551099
40222444,1551803
40222444,1551860
40222444,1557272
40222444,1559684
40222444,1560171
40222444,1580747
40222444,1583722
40222444,1589505
40222444,1597756
40222444,1703687
40222444,1707687
40222444,1713332
40222444,1714165
40222444,1734104
40222444,1742253
40222444,1748921
40222444,1754994
40222444,1762711
40222444,1777087
40222444,1797155
40222444,1797513
40222444,1836430
40222444,19003999
40222444,19008339
40222444,19009405
40222444,19010482
40222444,19011773
40222444,19014878
40222444,19018544
40222444,19026972
40222444,19035704
40222444,19049105
40222444,19080458
40222444,19092849
40226579,19111620
40226579,19122121
40226579,19135832
40226579,19137042
40226579,40165651
40226579,40166942
40226579,40222444
40226579,40226742
40226579,40228152
40226579,40239330
40226579,40241331
40226579,43526424
40226579,703547
40226579,705103
40226579,705944
40226579,710062
40226579,711584
40226579,715233
40226579,715259
40226579,715939
40226579,718583
40226579,722031
40226579,722424
40226579,723013
40226579,725131
40226579,734354
40226579,735843
40226579,735979
40226579,739138
40226579,740275
40226579,740910
40226579,742267
40226579,743670
40226579,744740
40226579,745466
40226579,750982
40226579,755695
40226579,757688
40226579,766814
40226579,769935
40226579,778711
40226579,780442
40226579,781039
40226579,785788
40226579,791967
40226579,797399
40226579,797617
40226579,798874
40226579,800878
40226579,904453
40226579,906780
40226579,923645
40226579,924566
40226579,929887
40226579,937368
40226579,939259
40226579,941258
40226579,948078
40226579,950637
40226579,953076
40226579,955632
40226579,956874
40226579,961047
40226579,968426
40226579,970250
40226579,974166
40226579,975125
40226579,984232
40226579,1000560
40226579,1103314
40226579,1103640
40226579,1106776
40226579,1107830
40226579,1110410
40226579,1112807
40226579,1115008
40226579,1118084
40226579,1119119
40226579,1124300
40226579,1124957
40226579,1125315
40226579,1129625
40226579,1133201
40226579,1137529
40226579,1149196
40226579,1149380
40226579,1150345
40226579,1151789
40226579,1153013
40226579,1153428
40226579,1154029
40226579,1154161
40226579,1154343
40226579,1167322
40226579,1174888
40226579,1177480
40226579,1189754
40226579,1196677
40226579,1301025
40226579,1304107
40226579,1305058
40226579,1307046
40226579,1307863
40226579,1308216
40226579,1308290
40226579,1308842
40226579,1309944
40226579,1310149
40226579,1310317
40226579,1314002
40226579,1314273
40226579,1314924
40226579,1315942
40226579,1316262
40226579,1318011
40226579,1318853
40226579,1321636
40226579,1322184
40226579,1325363
40226579,1326303
40226579,1328165
40226579,1332418
40226579,1334456
40226579,1336539
40226579,1336825
40226579,1337068
40226579,1337620
40226579,1338005
40226579,1338512
40226579,1341927
40226579,1344905
40226579,1346823
40226579,1347384
40226579,1351541
40226579,1351557
40226579,1353766
40226579,1361711
40226579,1367500
40226579,1367571
40226579,1378382
40226579,1388796
40226579,1397141
40226579,1397599
40226579,1398937
40226579,1500211
40226579,1501700
40226579,1502905
40226579,1503297
40226579,1506270
40226579,1510813
40226579,1517824
40226579,1518254
40226579,1521987
40226579,1524674
40226579,1525215
40226579,1526475
40226579,1539403
40226579,1545958
40226579,1547504
40226579,1548195
40226579,1549080
40226579,1549786
40226579,1550023
40226579,1550557
40226579,1551099
40226579,1551803
40226579,1551860
40226579,1557272
40226579,1559684
40226579,1560171
40226579,1580747
40226579,1583722
40226579,1589505
40226579,1597756
40226579,1703687
40226579,1707687
40226579,1713332
40226579,1714165
40226579,1734104
40226579,1742253
40226579,1748921
40226579,1754994
40226579,1762711
40226579,1777087
40226579,1797155
40226579,1797513
40226579,1836430
40226579,19003999
40226579,19008339
40226579,19009405
40226579,19010482
40226579,19011773
40226579,19014878
40226579,19018544
40226579,19026972
40226579,19035704
40226579,19049105
40226579,19080458
40226579,19092849
40226742,19111620
40226742,19122121
40226742,19135832
40226742,19137042
40226742,40165651
40226742,40166942
40226742,40222444
40226742,40226579
40226742,40228152
40226742,40239330
40226742,40241331
40226742,43526424
40226742,703547
40226742,705103
40226742,705944
40226742,710062
40226742,711584
40226742,715233
40226742,715259
40226742,715939
40226742,718583
40226742,722031
40226742,722424
40226742,723013
40226742,725131
40226742,734354
40226742,735843
40226742,735979
40226742,739138
40226742,740275
40226742,740910
40226742,742267
40226742,743670
40226742,744740
40226742,745466
40226742,750982
40226742,755695
40226742,757688
40226742,766814
40226742,769935
40226742,778711
40226742,780442
40226742,781039
40226742,785788
40226742,791967
40226742,797399
40226742,797617
40226742,798874
40226742,800878
40226742,904453
40226742,906780
40226742,923645
40226742,924566
40226742,929887
40226742,937368
40226742,939259
40226742,941258
40226742,948078
40226742,950637
40226742,953076
40226742,955632
40226742,956874
40226742,961047
40226742,968426
40226742,970250
40226742,974166
40226742,975125
40226742,984232
40226742,1000560
40226742,1103314
40226742,1103640
40226742,1106776
40226742,1107830
40226742,1110410
40226742,1112807
40226742,1115008
40226742,1118084
40226742,1119119
40226742,1124300
40226742,1124957
40226742,1125315
40226742,1129625
40226742,1133201
40226742,1137529
40226742,1149196
40226742,1149380
40226742,1150345
40226742,1151789
40226742,1153013
40226742,1153428
40226742,1154029
40226742,1154161
40226742,1154343
40226742,1167322
40226742,1174888
40226742,1177480
40226742,1189754
40226742,1196677
40226742,1301025
40226742,1304107
40226742,1305058
40226742,1307046
40226742,1307863
40226742,1308216
40226742,1308290
40226742,1308842
40226742,1309944
40226742,1310149
40226742,1310317
40226742,1314002
40226742,1314273
40226742,1314924
40226742,1315942
40226742,1316262
40226742,1318011
40226742,1318853
40226742,1321636
40226742,1322184
40226742,1325363
40226742,1326303
40226742,1328165
40226742,1332418
40226742,1334456
40226742,1336539
40226742,1336825
40226742,1337068
40226742,1337620
40226742,1338005
40226742,1338512
40226742,1341927
40226742,1344905
40226742,1346823
40226742,1347384
40226742,1351541
40226742,1351557
40226742,1353766
40226742,1361711
40226742,1367500
40226742,1367571
40226742,1378382
40226742,1388796
40226742,1397141
40226742,1397599
40226742,1398937
40226742,1500211
40226742,1501700
40226742,1502905
40226742,1503297
40226742,1506270
40226742,1510813
40226742,1517824
40226742,1518254
40226742,1521987
40226742,1524674
40226742,1525215
40226742,1526475
40226742,1539403
40226742,1545958
40226742,1547504
40226742,1548195
40226742,1549080
40226742,1549786
40226742,1550023
40226742,1550557
40226742,1551099
40226742,1551803
40226742,1551860
40226742,1557272
40226742,1559684
40226742,1560171
40226742,1580747
40226742,1583722
40226742,1589505
40226742,1597756
40226742,1703687
40226742,1707687
40226742,1713332
40226742,1714165
40226742,1734104
40226742,1742253
40226742,1748921
40226742,1754994
40226742,1762711
40226742,1777087
40226742,1797155
40226742,1797513
40226742,1836430
40226742,19003999
40226742,19008339
40226742,19009405
40226742,19010482
40226742,19011773
40226742,19014878
40226742,19018544
40226742,19026972
40226742,19035704
40226742,19049105
40226742,19080458
40226742,19092849
40228152,19111620
40228152,19122121
40228152,19135832
40228152,19137042
40228152,40165651
40228152,40166942
40228152,40222444
40228152,40226579
40228152,40226742
40228152,40239330
40228152,40241331
40228152,43526424
40228152,703547
40228152,705103
